origin,slug,status,categoryId,dropshippingEnabled,routeShielded,publicReadinessBlockers,name
"data/quick-products.json","peigne-demelage-animaux-double-face-partenaire-hold","draft","dropshipping-animaux","true","false","supplier_url_exact_missing; supplier_sku_missing; supplier_price_missing; margin_missing; supplier_stock_missing; delivery_estimate_not_ready; exact_images_not_verified; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Peigne demelage animaux double face"
"data/quick-products.json","boite-a-the-compartiments-bambou-partenaire-hold","draft","dropshipping-cuisine","true","false","supplier_url_exact_missing; supplier_sku_missing; supplier_price_missing; margin_missing; supplier_stock_missing; delivery_estimate_not_ready; exact_images_not_verified; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Boite a the compartiments bambou"
"data/quick-products.json","porte-cles-mural-adhesif-partenaire-hold","draft","dropshipping-maison","true","false","supplier_url_exact_missing; supplier_sku_missing; supplier_price_missing; margin_missing; supplier_stock_missing; delivery_estimate_not_ready; exact_images_not_verified; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Porte cles mural adhesif"
"data/quick-products.json","tapis-repas-chat-silicone-partenaire-hold","draft","dropshipping-animaux","true","false","supplier_url_exact_missing; supplier_sku_missing; supplier_price_missing; margin_missing; supplier_stock_missing; delivery_estimate_not_ready; exact_images_not_verified; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Tapis repas chat silicone"
"data/quick-products.json","support-casque-bureau-adhesif-partenaire-hold","draft","dropshipping-accessoires","true","false","supplier_url_exact_missing; supplier_sku_missing; supplier_price_missing; margin_missing; supplier_stock_missing; delivery_estimate_not_ready; exact_images_not_verified; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Support casque bureau adhesif"
"data/quick-products.json","organisateur-frigo-transparent-partenaire-hold","draft","dropshipping-cuisine","true","false","supplier_url_exact_missing; supplier_sku_missing; supplier_price_missing; margin_missing; supplier_stock_missing; delivery_estimate_not_ready; exact_images_not_verified; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Organisateur frigo transparent"
"data/quick-products.json","brosse-ventilation-voiture-partenaire-hold","draft","dropshipping-auto-moto","true","false","supplier_url_exact_missing; supplier_sku_missing; supplier_price_missing; margin_missing; supplier_stock_missing; delivery_estimate_not_ready; exact_images_not_verified; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Brosse ventilation voiture"
"data/quick-products.json","pochette-cable-voyage-electronique-partenaire-hold","draft","dropshipping-accessoires","true","false","supplier_url_exact_missing; supplier_sku_missing; supplier_price_missing; margin_missing; supplier_stock_missing; delivery_estimate_not_ready; exact_images_not_verified; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Pochette cable voyage electronique"
"data/quick-products.json","support-ordinateur-portable-pliable-partenaire-hold","draft","dropshipping-high-tech","true","false","supplier_url_exact_missing; supplier_sku_missing; supplier_price_missing; margin_missing; supplier_stock_missing; delivery_estimate_not_ready; exact_images_not_verified; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Support ordinateur portable pliable"
"data/quick-products.json","mini-balai-table-ramasse-miettes-partenaire-hold","draft","dropshipping-cuisine","true","false","supplier_url_exact_missing; supplier_sku_missing; supplier_price_missing; margin_missing; supplier_stock_missing; delivery_estimate_not_ready; exact_images_not_verified; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Mini balai table ramasse miettes"
"data/quick-products.json","boite-rangement-medicaments-vide-partenaire-hold","draft","dropshipping-maison","true","false","supplier_url_exact_missing; supplier_sku_missing; supplier_price_missing; margin_missing; supplier_stock_missing; delivery_estimate_not_ready; exact_images_not_verified; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Boite rangement medicaments vide"
"data/quick-products.json","sac-filet-linge-delicat-lot-partenaire-hold","draft","dropshipping-maison","true","false","supplier_url_exact_missing; supplier_sku_missing; supplier_price_missing; margin_missing; supplier_stock_missing; delivery_estimate_not_ready; exact_images_not_verified; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Sac filet linge delicat lot"
"data/quick-products.json","cache-multiprise-boite-rangement-cables-partenaire-hold","draft","dropshipping-accessoires","true","false","supplier_url_exact_missing; supplier_sku_missing; supplier_price_missing; margin_missing; supplier_stock_missing; delivery_estimate_not_ready; exact_images_not_verified; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Cache multiprise boite rangement cables"
"data/quick-products.json","grattoir-vitroceramique-cuisine-partenaire-hold","draft","dropshipping-cuisine","true","false","supplier_url_exact_missing; supplier_sku_missing; supplier_price_missing; margin_missing; supplier_stock_missing; delivery_estimate_not_ready; exact_images_not_verified; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Grattoir vitroceramique cuisine"
"data/quick-products.json","organisateur-coffre-voiture-pliable-partenaire-hold","draft","dropshipping-auto-moto","true","false","supplier_url_exact_missing; supplier_sku_missing; supplier_price_missing; margin_missing; supplier_stock_missing; delivery_estimate_not_ready; exact_images_not_verified; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Organisateur coffre voiture pliable"
"data/quick-products.json","porte-brosse-a-dents-adhesif-partenaire-hold","draft","dropshipping-maison","true","false","supplier_url_exact_missing; supplier_sku_missing; supplier_price_missing; margin_missing; supplier_stock_missing; delivery_estimate_not_ready; exact_images_not_verified; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Porte brosse a dents adhesif"
"data/quick-products.json","trousse-premiers-soins-vide-voyage-partenaire-hold","draft","dropshipping-accessoires","true","false","supplier_url_exact_missing; supplier_sku_missing; supplier_price_missing; margin_missing; supplier_stock_missing; delivery_estimate_not_ready; exact_images_not_verified; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Trousse premiers soins vide voyage"
"data/quick-products.json","gant-brossage-animaux-silicone-partenaire-hold","draft","dropshipping-animaux","true","false","supplier_url_exact_missing; supplier_sku_missing; supplier_price_missing; margin_missing; supplier_stock_missing; delivery_estimate_not_ready; exact_images_not_verified; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Gant brossage animaux silicone"
"data/quick-products.json","support-eponges-evier-ventouse-partenaire-hold","draft","dropshipping-cuisine","true","false","supplier_url_exact_missing; supplier_sku_missing; supplier_price_missing; margin_missing; supplier_stock_missing; delivery_estimate_not_ready; exact_images_not_verified; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Support eponges evier ventouse"
