priority,lane,name,slug,categoryId,status,imageBlockers,currentImage,targetPublicPath,targetLocalPath,proofChecklistPath,nextAction
"13","REMPLACER_IMAGE","Ruban double-face puissant maison promo","ruban-double-face-puissant-maison-promo","dropshipping-maison","draft","image_remote_not_local | supplier_cdn_image | image_not_in_exact_product_depot | image_not_webp | image_rights_not_ready","[image distante masquee]","/uploads/partner-products/ruban-double-face-puissant-maison-promo.webp","public\uploads\partner-products\ruban-double-face-puissant-maison-promo.webp","business-maxi-trouvailles\preuves-images-publiques\ruban-double-face-puissant-maison-promo\PREUVE_IMAGE_ruban-double-face-puissant-maison-promo.md","Deposer une photo WebP locale du meme article exact, puis garder HOLD jusqu a revue humaine."
"13","REMPLACER_IMAGE","Sac banane sport étanche randonnée","sac-banane-sport-etanche-randonnee","dropshipping-accessoires","draft","image_remote_not_local | supplier_cdn_image | image_not_in_exact_product_depot | image_not_webp | image_rights_not_ready","[image distante masquee]","/uploads/partner-products/sac-banane-sport-etanche-randonnee.webp","public\uploads\partner-products\sac-banane-sport-etanche-randonnee.webp","business-maxi-trouvailles\preuves-images-publiques\sac-banane-sport-etanche-randonnee\PREUVE_IMAGE_sac-banane-sport-etanche-randonnee.md","Deposer une photo WebP locale du meme article exact, puis garder HOLD jusqu a revue humaine."
"13","REMPLACER_IMAGE","Sac lavage chaussures machine best-seller","sac-lavage-chaussures-machine-best-seller","dropshipping-maison","draft","image_remote_not_local | supplier_cdn_image | image_not_in_exact_product_depot | image_not_webp | image_rights_not_ready","[image distante masquee]","/uploads/partner-products/sac-lavage-chaussures-machine-best-seller.webp","public\uploads\partner-products\sac-lavage-chaussures-machine-best-seller.webp","business-maxi-trouvailles\preuves-images-publiques\sac-lavage-chaussures-machine-best-seller\PREUVE_IMAGE_sac-lavage-chaussures-machine-best-seller.md","Deposer une photo WebP locale du meme article exact, puis garder HOLD jusqu a revue humaine."
"13","REMPLACER_IMAGE","Sac voyage pliable cabine léger","sac-voyage-pliable-cabine-leger","dropshipping-mode","draft","image_remote_not_local | supplier_cdn_image | image_not_in_exact_product_depot | image_not_webp | image_rights_not_ready","[image distante masquee]","/uploads/partner-products/sac-voyage-pliable-cabine-leger.webp","public\uploads\partner-products\sac-voyage-pliable-cabine-leger.webp","business-maxi-trouvailles\preuves-images-publiques\sac-voyage-pliable-cabine-leger\PREUVE_IMAGE_sac-voyage-pliable-cabine-leger.md","Deposer une photo WebP locale du meme article exact, puis garder HOLD jusqu a revue humaine."
"13","REMPLACER_IMAGE","Sacs rangement sous vide grand volume voyage","sacs-rangement-sous-vide-voyage-grand-volume","dropshipping-accessoires","draft","image_remote_not_local | supplier_cdn_image | image_not_in_exact_product_depot | image_not_webp | image_rights_not_ready","[image distante masquee]","/uploads/partner-products/sacs-rangement-sous-vide-voyage-grand-volume.webp","public\uploads\partner-products\sacs-rangement-sous-vide-voyage-grand-volume.webp","business-maxi-trouvailles\preuves-images-publiques\sacs-rangement-sous-vide-voyage-grand-volume\PREUVE_IMAGE_sacs-rangement-sous-vide-voyage-grand-volume.md","Deposer une photo WebP locale du meme article exact, puis garder HOLD jusqu a revue humaine."
"13","REMPLACER_IMAGE","Serviette microfibre auto detailing promo","serviette-microfibre-auto-detailing-promo","dropshipping-auto-moto","draft","image_remote_not_local | supplier_cdn_image | image_not_in_exact_product_depot | image_not_webp | image_rights_not_ready","[image distante masquee]","/uploads/partner-products/serviette-microfibre-auto-detailing-promo.webp","public\uploads\partner-products\serviette-microfibre-auto-detailing-promo.webp","business-maxi-trouvailles\preuves-images-publiques\serviette-microfibre-auto-detailing-promo\PREUVE_IMAGE_serviette-microfibre-auto-detailing-promo.md","Deposer une photo WebP locale du meme article exact, puis garder HOLD jusqu a revue humaine."
"13","REMPLACER_IMAGE","Set coupe-ongles manucure portable promo","set-coupe-ongles-manucure-portable-promo","dropshipping-beaute","draft","image_remote_not_local | supplier_cdn_image | image_not_in_exact_product_depot | image_not_webp | image_rights_not_ready","[image distante masquee]","/uploads/partner-products/set-coupe-ongles-manucure-portable-promo.webp","public\uploads\partner-products\set-coupe-ongles-manucure-portable-promo.webp","business-maxi-trouvailles\preuves-images-publiques\set-coupe-ongles-manucure-portable-promo\PREUVE_IMAGE_set-coupe-ongles-manucure-portable-promo.md","Deposer une photo WebP locale du meme article exact, puis garder HOLD jusqu a revue humaine."
"13","REMPLACER_IMAGE","Spray huile cuisine réutilisable best-seller","spray-huile-cuisine-reutilisable-best-seller","dropshipping-cuisine","draft","image_remote_not_local | supplier_cdn_image | image_not_in_exact_product_depot | image_not_webp | image_rights_not_ready","[image distante masquee]","/uploads/partner-products/spray-huile-cuisine-reutilisable-best-seller.webp","public\uploads\partner-products\spray-huile-cuisine-reutilisable-best-seller.webp","business-maxi-trouvailles\preuves-images-publiques\spray-huile-cuisine-reutilisable-best-seller\PREUVE_IMAGE_spray-huile-cuisine-reutilisable-best-seller.md","Deposer une photo WebP locale du meme article exact, puis garder HOLD jusqu a revue humaine."
"13","REMPLACER_IMAGE","Support éponge évier inox auto-adhésif","support-eponge-evier-inox-auto-adhesif","dropshipping-cuisine","draft","image_remote_not_local | supplier_cdn_image | image_not_in_exact_product_depot | image_not_webp | image_rights_not_ready","[image distante masquee]","/uploads/partner-products/support-eponge-evier-inox-auto-adhesif.webp","public\uploads\partner-products\support-eponge-evier-inox-auto-adhesif.webp","business-maxi-trouvailles\preuves-images-publiques\support-eponge-evier-inox-auto-adhesif\PREUVE_IMAGE_support-eponge-evier-inox-auto-adhesif.md","Deposer une photo WebP locale du meme article exact, puis garder HOLD jusqu a revue humaine."
"13","REMPLACER_IMAGE","Support mural balai et serpillère 4 crochets","support-mural-balai-serpillere-4-crochets","dropshipping-maison","draft","image_remote_not_local | supplier_cdn_image | image_not_in_exact_product_depot | image_not_webp | image_rights_not_ready","[image distante masquee]","/uploads/partner-products/support-mural-balai-serpillere-4-crochets.webp","public\uploads\partner-products\support-mural-balai-serpillere-4-crochets.webp","business-maxi-trouvailles\preuves-images-publiques\support-mural-balai-serpillere-4-crochets\PREUVE_IMAGE_support-mural-balai-serpillere-4-crochets.md","Deposer une photo WebP locale du meme article exact, puis garder HOLD jusqu a revue humaine."
"13","REMPLACER_IMAGE","Support téléphone magnétique voiture promo","support-telephone-magnetique-voiture-promo","dropshipping-auto-moto","draft","image_remote_not_local | supplier_cdn_image | image_not_in_exact_product_depot | image_not_webp | image_rights_not_ready","[image distante masquee]","/uploads/partner-products/support-telephone-magnetique-voiture-promo.webp","public\uploads\partner-products\support-telephone-magnetique-voiture-promo.webp","business-maxi-trouvailles\preuves-images-publiques\support-telephone-magnetique-voiture-promo\PREUVE_IMAGE_support-telephone-magnetique-voiture-promo.md","Deposer une photo WebP locale du meme article exact, puis garder HOLD jusqu a revue humaine."
"13","REMPLACER_IMAGE","Support téléphone voiture flexible à ventouse 360°","support-telephone-voiture-360-partenaire","dropshipping-auto-moto","draft","image_remote_not_local | supplier_cdn_image | image_not_in_exact_product_depot | image_not_webp | image_rights_not_ready","[image distante masquee]","/uploads/partner-products/support-telephone-voiture-360-partenaire.webp","public\uploads\partner-products\support-telephone-voiture-360-partenaire.webp","business-maxi-trouvailles\preuves-images-publiques\support-telephone-voiture-360-partenaire\PREUVE_IMAGE_support-telephone-voiture-360-partenaire.md","Deposer une photo WebP locale du meme article exact, puis garder HOLD jusqu a revue humaine."
"13","REMPLACER_IMAGE","Tapis silicone anti-éclaboussures robinet évier","tapis-silicone-anti-eclaboussures-robinet-evier","dropshipping-cuisine","draft","image_remote_not_local | supplier_cdn_image | image_not_in_exact_product_depot | image_not_webp | image_rights_not_ready","[image distante masquee]","/uploads/partner-products/tapis-silicone-anti-eclaboussures-robinet-evier.webp","public\uploads\partner-products\tapis-silicone-anti-eclaboussures-robinet-evier.webp","business-maxi-trouvailles\preuves-images-publiques\tapis-silicone-anti-eclaboussures-robinet-evier\PREUVE_IMAGE_tapis-silicone-anti-eclaboussures-robinet-evier.md","Deposer une photo WebP locale du meme article exact, puis garder HOLD jusqu a revue humaine."
"13","REMPLACER_IMAGE","Tondeuse T9 barbe cheveux promo","tondeuse-t9-barbe-cheveux-promo","dropshipping-beaute","draft","image_remote_not_local | supplier_cdn_image | image_not_in_exact_product_depot | image_not_webp | image_rights_not_ready","[image distante masquee]","/uploads/partner-products/tondeuse-t9-barbe-cheveux-promo.webp","public\uploads\partner-products\tondeuse-t9-barbe-cheveux-promo.webp","business-maxi-trouvailles\preuves-images-publiques\tondeuse-t9-barbe-cheveux-promo\PREUVE_IMAGE_tondeuse-t9-barbe-cheveux-promo.md","Deposer une photo WebP locale du meme article exact, puis garder HOLD jusqu a revue humaine."
"13","REMPLACER_IMAGE","Trousse maquillage voyage transparente best-seller","trousse-maquillage-voyage-transparente-best-seller","dropshipping-mode","draft","image_remote_not_local | supplier_cdn_image | image_not_in_exact_product_depot | image_not_webp | image_rights_not_ready","[image distante masquee]","/uploads/partner-products/trousse-maquillage-voyage-transparente-best-seller.webp","public\uploads\partner-products\trousse-maquillage-voyage-transparente-best-seller.webp","business-maxi-trouvailles\preuves-images-publiques\trousse-maquillage-voyage-transparente-best-seller\PREUVE_IMAGE_trousse-maquillage-voyage-transparente-best-seller.md","Deposer une photo WebP locale du meme article exact, puis garder HOLD jusqu a revue humaine."
"22","PROUVER_IMAGE_LOCALE","Mini imprimante thermique Bluetooth","mini-imprimante-thermique-bluetooth","dropshipping-high-tech","draft","exact_images_not_verified | image_rights_not_ready","/uploads/partner-products/mini-imprimante-thermique.webp","/uploads/partner-products/mini-imprimante-thermique.webp","public\uploads\partner-products\mini-imprimante-thermique.webp","business-maxi-trouvailles\preuves-images-publiques\mini-imprimante-thermique-bluetooth\PREUVE_IMAGE_mini-imprimante-thermique-bluetooth.md","Verifier que le WebP local represente le produit exact, la variante et la galerie attendue."
"25","PROUVER_IMAGE_LOCALE","Mini aspirateur voiture sans fil","mini-aspirateur-voiture-sans-fil","dropshipping-auto-moto","draft","exact_images_not_verified | image_rights_not_ready","/uploads/partner-products/aspirateur-voiture-sans-fil.webp","/uploads/partner-products/aspirateur-voiture-sans-fil.webp","public\uploads\partner-products\aspirateur-voiture-sans-fil.webp","business-maxi-trouvailles\preuves-images-publiques\mini-aspirateur-voiture-sans-fil\PREUVE_IMAGE_mini-aspirateur-voiture-sans-fil.md","Verifier que le WebP local represente le produit exact, la variante et la galerie attendue."
"25","PROUVER_IMAGE_LOCALE","Organisateur de câbles et accessoires tech","organisateur-cables-voyage-tech","dropshipping-accessoires","draft","exact_images_not_verified | image_rights_not_ready","/uploads/partner-products/organisateur-cables-voyage.webp","/uploads/partner-products/organisateur-cables-voyage.webp","public\uploads\partner-products\organisateur-cables-voyage.webp","business-maxi-trouvailles\preuves-images-publiques\organisateur-cables-voyage-tech\PREUVE_IMAGE_organisateur-cables-voyage-tech.md","Verifier que le WebP local represente le produit exact, la variante et la galerie attendue."
"25","PROUVER_IMAGE_LOCALE","Projecteur galaxie LED pour ambiance","projecteur-galaxie-led-ambiance","dropshipping-maison","draft","exact_images_not_verified | image_rights_not_ready","/uploads/partner-products/projecteur-galaxie-led.webp","/uploads/partner-products/projecteur-galaxie-led.webp","public\uploads\partner-products\projecteur-galaxie-led.webp","business-maxi-trouvailles\preuves-images-publiques\projecteur-galaxie-led-ambiance\PREUVE_IMAGE_projecteur-galaxie-led-ambiance.md","Verifier que le WebP local represente le produit exact, la variante et la galerie attendue."
